"425801838","2305 CABALLERO LANE, SANTA MARIA, CA, 93455","Match","Exact","2305 CABALLERO LN, SANTA MARIA, CA, 93455","-120.430933296224,34.917486562019","108637985","R"
"306005976","19041 WOODWARD LANE, HUNTINGTON BEACH, CA, 92646","Match","Exact","19041 WOODWARD LN, HUNTINGTON BEACH, CA, 92646","-117.966571069198,33.685888558463","144020659","R"
"306005979","211 S ALICE WAY, ANAHEIM, CA, 92806","Match","Exact","211 S ALICE WAY, ANAHEIM, CA, 92806","-117.868707964262,33.837676834857","144028574","R"
"496803379","922 COTTONWOOD COURT, PETALUMA, CA, 94954","Match","Exact","922 COTTONWOOD CT, PETALUMA, CA, 94954","-122.613892748298,38.236269703131","67478498","R"
"496802047","1130 SILVA AVE, SANTA ROSA, CA, 95404","Match","Exact","1130 SILVA AVE, SANTA ROSA, CA, 95404","-122.709202424257,38.458496967044","67468786","R"
"315002096","7964 RASMUSSEN RD., LOOMIS, CA, 95650","Match","Exact","7964 RASMUSSEN RD, LOOMIS, CA, 95650","-121.155202036418,38.818016783872","645090677","R"
"507004749","5603 PORTICO DRIVE, RIVERBANK, CA, 95367","Match","Exact","5603 PORTICO DR, RIVERBANK, CA, 95367","-120.952508710497,37.720078526088","102643039","L"
"496803362","515 MIDDLE RINCON ROAD, SANTA ROSA, CA, 95409","Match","Exact","515 MIDDLE RINCON RD, SANTA ROSA, CA, 95409","-122.669489953278,38.470800864291","67523521","L"
"347005239","7548 GREENHAVEN DR, SACRAMENTO, CA, 95831","Match","Exact","7548 GREENHAVEN DR, SACRAMENTO, CA, 95831","-121.517734110306,38.483592641887","133403741","L"
"366410686","6368 MOONSTONE AVE, RANCHO CUCAMONGA, CA, 91701","Match","Exact","6368 MOONSTONE AVE, RANCHO CUCAMONGA, CA, 91701","-117.613827486657,34.138953337026","144634027","R"
"306005980","2438 E PARKSIDE AVE, ORANGE, CA, 92867","Match","Exact","2438 E PARKSIDE AVE, ORANGE, CA, 92867","-117.827472461609,33.814332851543","144421630","R"
"306005984","7571 WYOMING ST, WESTMINSTER, CA, 92683","Match","Exact","7571 WYOMING ST, WESTMINSTER, CA, 92683","-117.997715313455,33.761056147195","657972416","L"
"306004652","5642 OAK MEADOW DRIVE, YORBA LINDA, CA, 92886","Match","Exact","5642 OAK MEADOW DR, YORBA LINDA, CA, 92886","-117.789246179113,33.879013607143","143996652","L"
"306005983","1418 W LA PALMA AVE, ANAHEIM, CA, 92801","Match","Exact","1418 W LA PALMA AVE, ANAHEIM, CA, 92801","-117.938235937785,33.847047854016","657950628","L"
"306005986","25200 PASEO DE ALICIA, LAGUNA HILLS, CA, 92653","Match","Exact","25200 PSO DE ALICIA, LAGUNA HILLS, CA, 92653","-117.690808954819,33.601810565208","144392614","R"
"306004655","1409 WHITTIER AVENUE, BREA, CA, 92821","No_Match"
"306005985","506 N. ROYAL ST., ANAHEIM, CA, 92806","Match","Exact","506 N ROYAL ST, ANAHEIM, CA, 92806","-117.873022405616,33.846281185869","144026835","R"
"317005628","8550 BARTON RD, GRANITE BAY, CA, 95746","Match","Exact","8550 BARTON RD, GRANITE BAY, CA, 95746","-121.189218353357,38.742133253509","106801170","R"
"366410678","7791 STEWART ROAD, COLTON, CA, 92324","Match","Non_Exact","7791 STEWART ST, COLTON, CA, 92324","-117.241723099204,34.006086500512","195082673","L"
"347005228","904 PARK RANCH WAY, SACRAMENTO, CA, 95831","Match","Exact","904 PARK RANCH WAY, SACRAMENTO, CA, 95831","-121.527398172552,38.49895759882","133349995","R"
"435201951","515 TUSCARORA DR., SAN JOSE, CA, 95123","Match","Exact","515 TUSCARORA DR, SAN JOSE, CA, 95123","-121.829919116069,37.238920903882","122925247","R"
"306005991","12882 SHACKELFORD LANE, GARDEN GROVE, CA, 92841","Match","Exact","12882 SHACKELFORD LN, GARDEN GROVE, CA, 92841","-117.971710478437,33.774708304966","630942106","L"
"306005990","25421 PACIFICA AVE, MISSION VIEJO, CA, 92691","Match","Exact","25421 PACIFICA AVE, MISSION VIEJO, CA, 92691","-117.687127471199,33.611157951541","144064495","L"
"306005993","4730 EAST MAYCHELLE DRIVE, ANAHEIM, CA, 92807","Match","Exact","4730 E MAYCHELLE DR, ANAHEIM, CA, 92807","-117.813904119742,33.855017208392","144032625","R"
"306004665","4821 TORIDA WAY, YORBA LINDA, CA, 92886","Match","Exact","4821 TORIDA WAY, YORBA LINDA, CA, 92886","-117.834395964544,33.890989842074","143995821","R"
"306005999","6041 KINGMAN AVENUE, BUENA PARK, CA, 90621","Match","Exact","6041 KINGMAN AVE, BUENA PARK, CA, 90621","-118.001257376085,33.872792448889","144009882","R"
"306004668","651 PRIMROSE STREET S., ANAHEIM, CA, 92804","Match","Non_Exact","651 S PRIMROSE ST, ANAHEIM, CA, 92804","-117.95343044873,33.823206511469","144023409","R"
"496802026","1397 FOUNTAINGROVE PKWY, SANTA ROSA, CA, 95403","Tie"
"496802025","907 ADELE DR, WINDSOR, CA, 95492","Match","Exact","907 ADELE DR, WINDSOR, CA, 95492","-122.80716261923,38.5522593604","67519705","L"
"366407059","11205 DAYLILLY ST., FONTANA, CA, 92337","Match","Exact","11205 DAYLILLY ST, FONTANA, CA, 92337","-117.423225535331,34.050130632029","614814408","L"
"547208261","2530 S BEN MADDOX WAY, VISALIA, CA, 93292","Match","Exact","2530 S BEN MADDOX WAY, VISALIA, CA, 93292","-119.273932817751,36.307801242346","202822962","L"
"306004672","6112 CORNELL DRIVE, HUNTINGTON BEACH, CA, 92647","Match","Exact","6112 CORNELL DR, HUNTINGTON BEACH, CA, 92647","-118.02244988995,33.740676870634","144255131","R"
"496802017","1172 WILD ROSE DRIVE, SANTA ROSA, CA, 95401","Match","Exact","1172 WILD ROSE DR, SANTA ROSA, CA, 95401","-122.741736871386,38.444813912533","67467822","L"
"496802016","113 LEAFY GLADE PLACE, WINDSOR, CA, 95492","Match","Non_Exact","113 LEAFY GLADE, WINDSOR, CA, 95492","-122.794981457458,38.547124615095","67512040","L"
"306004676","13432 GALWAY STREET, GARDEN GROVE, CA, 92844","Match","Exact","13432 GALWAY ST, GARDEN GROVE, CA, 92844","-117.963179203892,33.767687667477","144034982","L"
"306004678","24102 ADONIS STREET, MISSION VIEJO, CA, 92691","Match","Exact","24102 ADONIS ST, MISSION VIEJO, CA, 92691","-117.684371940921,33.612153315006","144065196","L"
"496803346","621 ELY BLVD. S., PETALUMA, CA, 94954","Match","Exact","621 ELY BLVD S, PETALUMA, CA, 94954","-122.611199770399,38.252225438503","67476719","L"
"507208788","6107 TERMINAL AVENUE, RIVERBANK, CA, 95367","Match","Exact","6107 TERMINAL AVE, RIVERBANK, CA, 95367","-120.931283884134,37.727366965228","102601388","L"
"366410695","11350 POPLAR ST, LOMA LINDA, CA, 92354","Match","Exact","11350 POPLAR ST, LOMA LINDA, CA, 92354","-117.255141901865,34.047366624213","144660317","R"
"496803337","954 BUCKINGHAM DRIVE, WINDSOR, CA, 95492","Match","Exact","954 BUCKINGHAM DR, WINDSOR, CA, 95492","-122.829345236059,38.549095397915","67511581","L"
"306004685","22952 COUNCIL BLUFFS, LAKE FOREST, CA, 92630","Match","Non_Exact","22952 COUNCIL BLUFFS AVE, LAKE FOREST, CA, 92630","-117.70831774204,33.629587784646","144063691","L"
"306004687","25392 ADRIANA STREET, MISSION VIEJO, CA, 92691","Match","Exact","25392 ADRIANA ST, MISSION VIEJO, CA, 92691","-117.687166196255,33.613416866613","144064244","R"
"496803339","2375 RANGE AVE, SANTA ROSA, CA, 95403","Match","Exact","2375 RANGE AVE, SANTA ROSA, CA, 95403","-122.732673707573,38.462731679933","67467342","R"
"392701060","516 TULE SPRING STREET, STOCKTON, CA, 95210","Match","Exact","516 TULE SPRING ST, STOCKTON, CA, 95210","-121.30802382371,38.034174996187","133878345","R"
"392701053","2313 OXFORD CIRCLE, STOCKTON, CA, 95204","Match","Exact","2313 OXFORD CIR, STOCKTON, CA, 95204","-121.308087495804,37.970919662229","133848176","R"
"392701057","3318 BROOKSIDE ROAD, STOCKTON, CA, 95219","No_Match"
"374600276","5581 CHATTANOOGA, SAN DIEGO, CA, 92139","Match","Non_Exact","5581 CHATTANOOGA ST, SAN DIEGO, CA, 92139","-117.066355059392,32.668848316291","195353680","R"
"430700136","850 WEBSTER STREET, PALO ALTO, CA, 94301","Match","Exact","850 WEBSTER ST, PALO ALTO, CA, 94301","-122.1536633914,37.446707630065","657481779","R"
"331800087","36427 PISTACHIO DRIVE, WINCHESTER, CA, 92596","Match","Exact","36427 PISTACHIO DR, WINCHESTER, CA, 92596","-117.089965222991,33.592525362819","626536821","L"
"331800082","35490 PRAIRIE ROAD, WILDOMAR, CA, 92595","Match","Exact","35490 PRAIRIE RD, WILDOMAR, CA, 92595","-117.265751967262,33.60529273717","194822089","R"
"331800081","27892 BUSMAN ROAD, MURRIETA, CA, 92563","Match","Exact","27892 BUSMAN RD, MURRIETA, CA, 92563","-117.173876115373,33.582247433617","638580091","R"
"331800084","597 HAMILTON DR, CORONA, CA, 92879","Match","Exact","597 HAMILTON DR, CORONA, CA, 92879","-117.513787603163,33.895391868139","194793222","L"
"331800083","24271 JACKSON AVENUE, MURRIETA, CA, 92562","Match","Exact","24271 JACKSON AVE, MURRIETA, CA, 92562","-117.207265839334,33.57438625559","654516640","L"
"331800086","3615 CROWELL AVE, RIVERSIDE, CA, 92504","Match","Exact","3615 CROWELL AVE, RIVERSIDE, CA, 92504","-117.419085627884,33.931980937417","194881250","R"
"092700163","3180 OXFORD ROAD, CAMERON PARK, CA, 95682","Match","Exact","3180 OXFORD RD, CAMERON PARK, CA, 95682","-120.988067792515,38.678458063495","133024094","L"
"496803311","1972 DENNIS LANE, SANTA ROSA, CA, 95403","Match","Exact","1972 DENNIS LN, SANTA ROSA, CA, 95403","-122.752056732339,38.482728567041","624045793","L"
"306002048","3120 INCLINADO, SAN CLEMENTE, CA, 92673","Match","Exact","3120 INCLINADO, SAN CLEMENTE, CA, 92673","-117.636677058973,33.473094798085","144091860","R"
"331800091","175 MUIR WOODS ROAD, PERRIS, CA, 92570","Match","Exact","175 MUIR WOODS RD, PERRIS, CA, 92570","-117.227548432398,33.743636620167","648263667","R"
"197604439","1260 N. SIERRA BONITA AVE, PASADENA, CA, 91104","Match","Exact","1260 N SIERRA BONITA AVE, PASADENA, CA, 91104","-118.117758690603,34.167753136953","141631844","R"
"275202480","966 CARMELO STREET, MONTEREY, CA, 93940","Match","Exact","966 CARMELO ST, MONTEREY, CA, 93940","-121.897562350141,36.591640229456","623891863","R"
"331800097","3171 CENTER STREET, RIVERSIDE, CA, 92501","Match","Non_Exact","3171 W CENTER ST, RIVERSIDE, CA, 92501","-117.343606845845,34.016125184619","194734172","R"
"312700791","425 KNOWLTON CT, ROSEVILLE, CA, 95747","Match","Exact","425 KNOWLTON CT, ROSEVILLE, CA, 95747","-121.335287937968,38.75232659789","106809128","L"
"195850339","21200 VENTURA BLVD, WOODLAND HILLS, CA, 91364","Match","Exact","21200 VENTURA BLVD, WOODLAND HILLS, CA, 91364","-118.594646375004,34.167228990342","141535494","L"
"195850337","7061 TYRONE AVENUE, VAN NUYS, CA, 91405","Match","Exact","7061 TYRONE AVE, VAN NUYS, CA, 91405","-118.444426539788,34.198639807657","141560991","L"
"107209543","1808 5TH STREET, SANGER, CA, 93657","Match","Exact","1808 5TH ST, SANGER, CA, 93657","-119.562710087734,36.70865824614","197590906","R"
"079200582","145 BEEDE WAY, ANTIOCH, CA, 94509","Match","Exact","145 BEEDE WAY, ANTIOCH, CA, 94509","-121.803440711511,38.011264286627","192032586","L"
"079200581","204 ROBERTA AVENUE, PLEASANT HILL, CA, 94523","Match","Exact","204 ROBERTA AVE, PLEASANT HILL, CA, 94523","-122.072941002323,37.939048312516","192049501","L"
"496803300","1217 LANCE DRIVE, SANTA ROSA, CA, 95401","Match","Exact","1217 LANCE DR, SANTA ROSA, CA, 95401","-122.737921063089,38.447690139752","67524133","L"
"157206674","5729 NOBLE STREET, BAKERSFIELD, CA, 93314","Match","Exact","5729 NOBLE ST, BAKERSFIELD, CA, 93314","-119.314185520056,35.412186350529","640633396","L"
"079200584","1680 OBSERVATION WAY, ANTIOCH, CA, 94531","Match","Exact","1680 OBSERVATION WAY, ANTIOCH, CA, 94531","-121.791111061885,37.956119592134","607794193","R"
"331881518","291 BRANDON WAY, HEMET, CA, 92545","Match","Exact","291 BRANDON WAY, HEMET, CA, 92545","-117.003962957987,33.750628404742","194755075","R"
"107209541","1690 LACANADA AVE, CLOVIS, CA, 93619","No_Match"
"392701089","965 LYNN COURT, RIPON, CA, 95366","Match","Exact","965 LYNN CT, RIPON, CA, 95366","-121.125832787509,37.74743316574","133876922","R"
"195850334","7647 PASO ROBLES AVE, LAKE BALBOA, CA, 91406","Match","Exact","7647 PASO ROBLES AVE, LAKE BALBOA, CA, 91406","-118.502400039119,34.210259723943","141544914","L"
"336413251","3180 E. VISTA CHINO, PALM SPRINGS, CA, 92262","Match","Exact","3180 E VIS CHINO, PALM SPRINGS, CA, 92262","-116.511374193053,33.845007971858","194763272","R"
"331881510","30096 ALEXANDER DRIVE, CATHEDRAL CITY, CA, 92234","Match","Exact","30096 ALEXANDER DR, CATHEDRAL CITY, CA, 92234","-116.455472178011,33.829237265351","608982597","R"
"331881511","2 DICKENS COURT, RANCHO MIRAGE, CA, 92270","Match","Exact","2 DICKENS CT, RANCHO MIRAGE, CA, 92270","-116.407539206697,33.792127367065","608984225","L"
"107209554","2808 E MAGILL AVENUE, FRESNO, CA, 93710","Match","Exact","2808 E MAGILL AVE, FRESNO, CA, 93710","-119.73846199514,36.835108245889","197576443","L"
"107209556","2853 E. MILLBRAE AVENUE, FRESNO, CA, 93710","Match","Exact","2853 E MILLBRAE AVE, FRESNO, CA, 93710","-119.737880340646,36.836514654317","197576438","R"
"075600575","6510 GLADYS AVENUE, EL CERRITO, CA, 94530","Match","Exact","6510 GLADYS AVE, EL CERRITO, CA, 94530","-122.311988617249,37.91963495476","192043302","R"
"107209555","2815 E MILLBRAE AVENUE, FRESNO, CA, 93710","Match","Exact","2815 E MILLBRAE AVE, FRESNO, CA, 93710","-119.73880503788,36.836507796304","197576437","R"
"107209557","1933 MORRIS AVENUE, CLOVIS, CA, 93611","Match","Exact","1933 MORRIS AVE, CLOVIS, CA, 93611","-119.676605235338,36.822553242876","197620091","R"
"075600577","1600 CANYON ROAD, MORAGA, CA, 94556","Match","Exact","1600 CANYON RD, MORAGA, CA, 94556","-122.128563914985,37.83307012845","192051740","R"
"576804240","39374 SPANISH BAY PLACE, DAVIS, CA, 95616","Match","Exact","39374 SPANISH BAY PL, DAVIS, CA, 95616","-121.77959543283,38.585678585668","67702865","L"
"075600578","4230 CLAYTON ROAD, CONCORD, CA, 94521","Match","Exact","4230 CLAYTON RD, CONCORD, CA, 94521","-121.996083556523,37.965998144254","607783744","R"
"576804241","1106 COTTONWOOD COURT, DAVIS, CA, 95618","Match","Exact","1106 COTTONWOOD CT, DAVIS, CA, 95618","-121.696762788736,38.541986448576","67705299","R"
"331800077","3503 BRYCE WAY, RIVERSIDE, CA, 92506","Match","Exact","3503 BRYCE WAY, RIVERSIDE, CA, 92506","-117.388038453059,33.948600198818","194741667","R"
"079200598","2359 GRANADA COURT, PINOLE, CA, 94564","Match","Exact","2359 GRANADA CT, PINOLE, CA, 94564","-122.284067194367,37.988867550239","192042494","L"
"331800078","6810 CORONADO WAY, RIVERSIDE, CA, 92504","Match","Exact","6810 CORONADO WAY, RIVERSIDE, CA, 92504","-117.411956891989,33.94953515654","194739612","L"
"331881526","1712 BRIDLE TRAIL, SAN JACINTO, CA, 92582","No_Match"
"079200595","2652 CARSON WAY, ANTIOCH, CA, 94531","Match","Exact","2652 CARSON WAY, ANTIOCH, CA, 94531","-121.786942549334,37.957258367656","192111862","L"
"410508702","807 BYRON DRIVE, SOUTH SAN FRANCISCO, CA, 94080","Match","Exact","807 BYRON DR, SOUTH SAN FRANCISCO, CA, 94080","-122.453042534114,37.661776529959","192371161","L"
"107209552","1767 N KAREN AVE, CLOVIS, CA, 93619","Match","Exact","1767 N KAREN AVE, CLOVIS, CA, 93619","-119.720805918132,36.86273623922","633860238","L"
"079200597","1010 2ND ST, LAFAYETTE, CA, 94549","Match","Exact","1010 2ND ST, LAFAYETTE, CA, 94549","-122.113577572444,37.892924867683","192088919","R"
"079200596","2360 GRANADA COURT, PINOLE, CA, 94564","Match","Exact","2360 GRANADA CT, PINOLE, CA, 94564","-122.284020757441,37.988756894868","192042494","R"
"195850323","13303 REEDLEY STREET, PANORAMA CITY, CA, 91402","Match","Exact","13303 REEDLEY ST, PANORAMA CITY, CA, 91402","-118.422589971531,34.226209534467","141552238","R"
"331881523","43629 PARKWAY ESPLANADE W, LA QUINTA, CA, 92253","Match","Exact","43629 PARKWAY ESPLANADE W, LA QUINTA, CA, 92253","-116.274954462094,33.732366797859","609011280","L"
"331800073","24325 WASHINGTON AVE, MURRIETA, CA, 92562","Match","Exact","24325 WASHINGTON AVE, MURRIETA, CA, 92562","-117.223971316004,33.562588245082","636996600","L"
"097005044","190 MUSE DRIVE, EL DORADO HILLS, CA, 95762","Match","Exact","190 MUSE DR, EL DORADO HILLS, CA, 95762","-121.088106314868,38.674712671364","133047687","L"
"097005046","3380 BLAIRS LN, PLACERVILLE, CA, 95667","No_Match"
"195850319","7915 VAN NOORD AVENUE, NORTH HOLLYWOOD, CA, 91605","Match","Exact","7915 VAN NOORD AVE, NORTH HOLLYWOOD, CA, 91605","-118.415419556646,34.21386649009","141552363","L"
"195850317","7647 TUJUNGA AVE., NORTH HOLLYWOOD, CA, 91605","Match","Exact","7647 TUJUNGA AVE, NORTH HOLLYWOOD, CA, 91605","-118.379122559485,34.209599349778","141553318","L"
"440708773","3400 PAUL SWEET ROAD, SANTA CRUZ, CA, 95065","Match","Exact","3400 PAUL SWEET RD, SANTA CRUZ, CA, 95065","-121.984033540928,36.992666203002","125524035","R"
"306005900","3088 JOHNSON AVE., COSTA MESA, CA, 92626","Match","Exact","3088 JOHNSON AVE, COSTA MESA, CA, 92626","-117.899425057506,33.684303527509","144047893","R"
"157206698","2301 SCARBOROUGH LANE, BAKERSFIELD, CA, 93309","Match","Exact","2301 SCARBOROUGH LN, BAKERSFIELD, CA, 93309","-119.07064073212,35.333740974002","109085352","R"
"306005901","12282 BEACH BOULEVARD, STANTON, CA, 90680","Match","Exact","12282 BEACH BLVD, STANTON, CA, 90680","-117.992816940294,33.784047864123","144077068","L"
"157206697","704 HEWLETT STREET, BAKERSFIELD, CA, 93309","Match","Exact","704 HEWLETT ST, BAKERSFIELD, CA, 93309","-119.065973057044,35.36058991565","109084721","R"
"336413271","83-617 HIMILAYA DRIVE, INDIO, CA, 92203","No_Match"
"011440777","801 ISLAND DRIVE, ALAMEDA, CA, 94502","Match","Exact","801 ISLAND DR, ALAMEDA, CA, 94502","-122.238590954,37.738625786166","125051561","L"
"011440776","21966 DOLORES STREET, CASTRO VALLEY, CA, 94546","Match","Exact","21966 DOLORES ST, CASTRO VALLEY, CA, 94546","-122.078970339224,37.685494447155","125015405","L"
"195850310","5911 FARRALONE AVENUE, WOODLAND HILLS, CA, 91367","Match","Exact","5911 FARRALONE AVE, WOODLAND HILLS, CA, 91367","-118.610348006873,34.178346741922","141534676","L"
"107209539","2848 E PALO ALTO AVE, FRESNO, CA, 93710","Match","Exact","2848 E PALO ALTO AVE, FRESNO, CA, 93710","-119.738099583954,36.833578246011","658279528","L"
"195850306","5945 CAPISTRANO AVE, WOODLAND HILLS, CA, 91367","Match","Exact","5945 CAPISTRANO AVE, WOODLAND HILLS, CA, 91367","-118.616898888849,34.178436564009","141534636","L"
"336413288","10625 ASTER LEAF LN, MORENO VALLEY, CA, 92557","Match","Exact","10625 ASTER LEAF LN, MORENO VALLEY, CA, 92557","-117.238615932038,33.966779101394","194748995","R"
"195850303","11905 RIVERSIDE DRIVE, VALLEY VILLAGE, CA, 91607","Match","Exact","11905 RIVERSIDE DR, VALLEY VILLAGE, CA, 91607","-118.392316664861,34.157680436545","141564732","R"
"107209531","1399 N CEASAR AVE, FRESNO, CA, 93727","Match","Non_Exact","1399 N CAESAR AVE, FRESNO, CA, 93727","-119.715445593192,36.757781619906","197622417","R"
"157206689","12409 ANDES AVE, BAKERSFIELD, CA, 93312","Match","Exact","12409 ANDES AVE, BAKERSFIELD, CA, 93312","-119.139950882822,35.399237564108","640633584","R"
"306005911","23661 CREMONA, LAGUNA HILLS, CA, 92653","Match","Exact","23661 CREMONA, LAGUNA HILLS, CA, 92653","-117.736934072664,33.619147137807","144061935","R"
"306005910","25982 VIA MAREJADA, MISSION VIEJO, CA, 92691","Match","Exact","25982 VIA MAREJADA, MISSION VIEJO, CA, 92691","-117.670636062424,33.585832792045","144406513","L"
"306005904","922 DIAMOND ROAD, PLACENTIA, CA, 92870","Match","Exact","922 DIAMOND RD, PLACENTIA, CA, 92870","-117.870274722899,33.880337632732","143993926","R"
"331800055","1177 S PALM AVE, HEMET, CA, 92543","Match","Exact","1177 S PALM AVE, HEMET, CA, 92543","-116.980360892813,33.728740777492","631010019","R"
"331881505","74132 WINDFLOWER COURT, PALM DESERT, CA, 92211","Match","Exact","74132 WINDFLOWER CT, PALM DESERT, CA, 92211","-116.37235997966,33.785051050479","608982042","R"
"306005908","4889 & 4775 KATELLA AVE., LOS ALAMITOS, CA, 90720","Match","Non_Exact","4775 KATELLA AVE, LOS ALAMITOS, CA, 90720","-118.049384443892,33.80320645651","143999469","L"
"306005907","26075 ARCADA DRIVE, MISSION VIEJO, CA, 92691","Match","Exact","26075 ARCADA DR, MISSION VIEJO, CA, 92691","-117.675104116413,33.606447125926","144065312","L"
"107209530","6334 N. 10TH ST, FRESNO, CA, 93710","Match","Exact","6334 N 10TH ST, FRESNO, CA, 93710","-119.757106223657,36.829370783108","197576330","R"
"331881507","25079 QUEBRADA COURT, MORENO VALLEY, CA, 92557","Match","Exact","25079 QUEBRADA CT, MORENO VALLEY, CA, 92557","-117.225033739423,33.948018802775","194749258","L"
"306005909","25321 DE SALLE DRIVE, LAGUNA HILLS, CA, 92653","Match","Non_Exact","25321 DE SALLE ST, LAGUNA HILLS, CA, 92653","-117.685629462861,33.594846946119","144064666","R"
"336413282","40009 TEMPLE CT., MURRIETA, CA, 92563","Match","Exact","40009 TEMPLE CT, MURRIETA, CA, 92563","-117.159634011444,33.545898877582","195088621","L"
"366409605","6619 AMBERWOOD DR, ALTA LOMA, CA, 91701","Match","Exact","6619 AMBERWOOD DR, ALTA LOMA, CA, 91701","-117.618655041379,34.133897400568","144634069","R"
"107209506","3157 W PICO AVE, FRESNO, CA, 93722","Match","Exact","3157 W PICO AVE, FRESNO, CA, 93722","-119.847853806301,36.801612665158","197567728","R"
"107209509","2020 N TEILMAN AVE, FRESNO, CA, 93705","Match","Exact","2020 N TEILMAN AVE, FRESNO, CA, 93705","-119.822088601767,36.768605085381","197569506","R"
